image_id,n_car,n_bus,n_truck,n_objects,vehicle_area_ratio,vehicle_area_sum,overlap_ratio
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_042,3,1,2,6,0.02847222222222222,0.02847222222222222,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_043,5,0,2,7,0.01947530864197531,0.01960648148148148,0.006690279417552181
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_044,5,0,0,5,0.01840277777777778,0.01840277777777778,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_045,6,0,0,6,0.00988425925925926,0.00988425925925926,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_046,5,0,0,5,0.003564814814814815,0.0035956790123456792,0.008583690987124415
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_047,6,0,0,6,0.01597993827160494,0.01597993827160494,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_048,4,0,0,4,0.0025694444444444445,0.0025694444444444445,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_049,4,0,0,4,0.010308641975308641,0.010308641975308641,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_050,6,0,0,6,0.023179012345679012,0.023240740740740742,0.0026560424966799445
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_051,2,0,0,2,0.003572530864197531,0.003572530864197531,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_053,1,0,1,2,0.019035493827160493,0.019035493827160493,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_054,3,0,0,3,0.0073070987654320985,0.0073070987654320985,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_055,2,0,3,5,0.05709104938271605,0.05709104938271605,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_056,5,0,0,5,0.01507716049382716,0.01507716049382716,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_057,4,0,0,4,0.0028472222222222223,0.0028472222222222223,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_058,3,0,0,3,0.005054012345679012,0.005054012345679012,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_059,6,0,3,9,0.012376543209876543,0.012453703703703703,0.006195786864931829
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_060,4,0,2,6,0.010308641975308641,0.010378086419753086,0.006691449814126393
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_061,0,0,1,1,0.006875,0.006875,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_062,4,0,0,4,0.009313271604938271,0.009313271604938271,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_063,6,0,7,13,0.09152006172839507,0.09157407407407407,0.0005898213683855902
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_064,4,0,0,4,0.0032253086419753085,0.0032253086419753085,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_065,7,0,1,8,0.021597222222222223,0.021635802469135802,0.001783166904422262
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_066,4,0,3,7,0.010601851851851852,0.010601851851851852,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_067,5,0,0,5,0.005393518518518519,0.005393518518518519,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_068,4,0,0,4,0.009382716049382716,0.009382716049382716,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_069,6,0,1,7,0.02655864197530864,0.026643518518518518,0.0031856356791195584
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_070,2,0,0,2,0.004128086419753086,0.004135802469135802,0.001865671641791078
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_072,3,0,1,4,0.011257716049382716,0.011257716049382716,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_073,7,0,0,7,0.015787037037037037,0.015871913580246914,0.005347593582887722
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_074,3,0,0,3,0.006504629629629629,0.006504629629629629,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_075,6,0,2,8,0.04119598765432099,0.04119598765432099,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_076,3,0,1,4,0.017291666666666667,0.017291666666666667,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_077,7,0,1,8,0.022847222222222224,0.022847222222222224,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_078,4,0,2,6,0.017137345679012345,0.017137345679012345,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_079,1,0,0,1,0.0015123456790123457,0.0015123456790123457,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_080,2,0,2,4,0.0035570987654320986,0.0035570987654320986,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_081,5,0,0,5,0.01990740740740741,0.019953703703703703,0.002320185614849146
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_082,4,0,1,5,0.014699074074074074,0.014699074074074074,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_083,7,0,0,7,0.021983024691358023,0.022060185185185186,0.0034977264777894534
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_084,3,0,3,6,0.02423611111111111,0.024375,0.005698005698005715
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_085,6,0,0,6,0.020146604938271605,0.020200617283950617,0.002673796791443861
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_086,5,0,0,5,0.02039351851851852,0.020455246913580246,0.003017729158808047
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_087,4,0,2,6,0.021635802469135802,0.021635802469135802,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_088,3,0,0,3,0.006867283950617284,0.006867283950617284,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_089,5,1,0,6,0.03216820987654321,0.03216820987654321,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_090,1,0,4,5,0.020632716049382716,0.020632716049382716,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_091,3,1,0,4,0.013109567901234569,0.013109567901234569,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_092,3,0,0,3,0.01154320987654321,0.01154320987654321,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_093,4,1,0,5,0.035200617283950617,0.035200617283950617,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_094,1,0,1,2,0.006975308641975308,0.006975308641975308,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_095,3,0,0,3,0.008256172839506172,0.008256172839506172,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_096,5,0,1,6,0.02212962962962963,0.02216820987654321,0.0017403411068569463
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_097,7,0,1,8,0.01744598765432099,0.017469135802469136,0.0013250883392226243
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_098,6,0,1,7,0.014675925925925926,0.014675925925925926,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_099,4,0,4,8,0.025223765432098765,0.025223765432098765,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_100,1,0,0,1,0.002368827160493827,0.002368827160493827,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_101,6,0,0,6,0.019876543209876543,0.01992283950617284,0.0023237800154918276
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_102,3,0,1,4,0.008618827160493827,0.00863425925925926,0.0017873100983020196
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_103,4,0,4,8,0.03020061728395062,0.03027006172839506,0.002294162630639862
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_104,3,0,3,6,0.005393518518518519,0.005393518518518519,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_105,4,0,0,4,0.0066512345679012345,0.0066512345679012345,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_106,2,0,1,3,0.008155864197530864,0.008155864197530864,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_107,6,0,1,7,0.011620370370370371,0.011620370370370371,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_108,1,0,1,2,0.00404320987654321,0.00404320987654321,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_109,4,0,2,6,0.009112654320987654,0.009112654320987654,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_110,6,0,0,6,0.014853395061728395,0.014868827160493828,0.0010378827192527584
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_111,2,0,0,2,0.004066358024691358,0.004066358024691358,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_112,6,0,1,7,0.04169753086419753,0.04169753086419753,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_113,5,0,1,6,0.01642746913580247,0.01642746913580247,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_114,8,0,1,9,0.07317901234567901,0.07329475308641975,0.0015791135909043463
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_115,9,0,0,9,0.018587962962962962,0.018626543209876542,0.0020712510356255542
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_116,5,0,1,6,0.02486111111111111,0.02486111111111111,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_117,4,0,1,5,0.005578703703703704,0.005578703703703704,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_118,3,0,1,4,0.006427469135802469,0.006427469135802469,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_119,2,0,0,2,0.0013040123456790123,0.0013040123456790123,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_120,4,0,0,4,0.009891975308641976,0.009891975308641976,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_121,2,0,1,3,0.02201388888888889,0.02201388888888889,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_122,6,0,3,9,0.0203858024691358,0.020555555555555556,0.008258258258258211
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_123,6,0,0,6,0.019984567901234568,0.019984567901234568,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_124,7,0,0,7,0.017291666666666667,0.017291666666666667,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_125,8,0,0,8,0.016628086419753087,0.01678240740740741,0.00919540229885063
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_126,4,0,0,4,0.006350308641975309,0.006350308641975309,0.0
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_127,6,0,0,6,0.03128858024691358,0.03133487654320988,0.0014774686037921647
Busan_busanportbrdg2_20201027_1630_TUE_8m_NH_highway_TW3_sunny_FHD_128,3,0,1,4,0.014637345679012346,0.014637345679012346,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_000,3,0,1,4,0.002623456790123457,0.002623456790123457,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_001,2,0,0,2,0.006049382716049383,0.006049382716049383,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_002,1,0,1,2,0.0030478395061728394,0.0030478395061728394,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_003,0,0,1,1,0.008942901234567901,0.008942901234567901,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_004,1,0,1,2,0.004112654320987654,0.004112654320987654,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_005,3,1,1,5,0.008117283950617284,0.008148148148148147,0.0037878787878787845
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_006,1,0,0,1,0.006558641975308642,0.006558641975308642,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_007,9,0,1,10,0.013163580246913581,0.013225308641975308,0.004667444574095736
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_008,2,0,2,4,0.011466049382716049,0.011466049382716049,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_009,2,0,2,4,0.048024691358024695,0.048024691358024695,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_010,2,0,3,5,0.012723765432098766,0.01279320987654321,0.005428226779252143
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_011,3,0,1,4,0.003487654320987654,0.003487654320987654,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_012,7,0,0,7,0.007337962962962963,0.007337962962962963,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_013,3,0,2,5,0.02013888888888889,0.02013888888888889,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_014,7,0,1,8,0.01682098765432099,0.01682098765432099,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_015,5,0,4,9,0.04226851851851852,0.04226851851851852,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_016,8,0,0,8,0.014861111111111111,0.015023148148148148,0.01078582434514641
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_017,6,0,2,8,0.05234567901234568,0.05239197530864197,0.0008836524300441795
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_018,2,0,1,3,0.005979938271604938,0.005979938271604938,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_019,2,0,1,3,0.0036882716049382717,0.0036882716049382717,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_020,1,0,0,1,0.009398148148148149,0.009398148148148149,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_021,1,0,1,2,0.023503086419753086,0.023503086419753086,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_022,4,0,0,4,0.003070987654320988,0.003109567901234568,0.012406947890818865
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_023,4,0,0,4,0.004660493827160494,0.0047299382716049386,0.014681892332789603
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_024,5,0,2,7,0.014652777777777778,0.015,0.02314814814814814
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_025,3,0,2,5,0.008148148148148147,0.008148148148148147,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_026,0,0,1,1,0.007006172839506173,0.007006172839506173,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_027,1,0,2,3,0.013364197530864198,0.013364197530864198,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_028,3,0,2,5,0.017415123456790124,0.017415123456790124,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_029,3,1,0,4,0.020455246913580246,0.020455246913580246,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_030,3,0,4,7,0.009421296296296296,0.009467592592592593,0.004889975550122272
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_031,5,0,0,5,0.026373456790123456,0.026373456790123456,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_032,3,0,2,5,0.04973765432098765,0.0497608024691358,0.0004651884013024965
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_033,6,0,1,7,0.0358179012345679,0.03602623456790124,0.005782822874277116
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_034,5,0,1,6,0.02364969135802469,0.02364969135802469,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_035,6,0,1,7,0.03628858024691358,0.03628858024691358,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_036,1,1,0,2,0.012839506172839505,0.012839506172839505,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_037,3,0,3,6,0.0072376543209876545,0.0073302469135802465,0.012631578947368438
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_038,1,0,4,5,0.020054012345679013,0.020054012345679013,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_039,1,0,3,4,0.026165123456790125,0.026165123456790125,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_040,2,0,0,2,0.005625,0.005625,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_041,3,0,1,4,0.020679012345679013,0.020679012345679013,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_042,2,0,1,3,0.003248456790123457,0.003248456790123457,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_043,1,0,0,1,0.0014891975308641975,0.0014891975308641975,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_044,3,0,1,4,0.010185185185185186,0.010354938271604937,0.016393442622950838
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_045,10,0,1,11,0.03201388888888889,0.032268518518518516,0.007890961262553842
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_046,3,0,4,7,0.023233024691358024,0.02330246913580247,0.00298013245033113
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_047,4,0,3,7,0.008356481481481482,0.008356481481481482,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_048,4,0,1,5,0.013024691358024691,0.013024691358024691,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_049,0,0,3,3,0.05941358024691358,0.05949074074074074,0.0012970168612191912
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_050,1,0,0,1,0.0068132716049382714,0.0068132716049382714,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_051,2,0,0,2,0.008371913580246913,0.008371913580246913,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_052,7,0,2,9,0.040030864197530866,0.04016203703703704,0.0032660902977905693
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_053,4,0,2,6,0.019151234567901236,0.019151234567901236,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_054,4,0,1,5,0.00591820987654321,0.0059490740740740745,0.005188067444876765
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_055,2,0,0,2,0.002638888888888889,0.002638888888888889,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_056,0,0,3,3,0.01025462962962963,0.01025462962962963,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_057,3,0,1,4,0.017824074074074076,0.017824074074074076,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_058,3,0,2,5,0.008194444444444445,0.008194444444444445,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_059,4,0,1,5,0.00783179012345679,0.007847222222222222,0.001966568338249708
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_060,2,0,2,4,0.029012345679012345,0.029012345679012345,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_061,4,0,2,6,0.025362654320987655,0.025362654320987655,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_062,5,0,1,6,0.015270061728395061,0.015270061728395061,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_063,3,0,0,3,0.012662037037037038,0.012662037037037038,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_064,4,0,1,5,0.012337962962962964,0.012415123456790123,0.00621504039776255
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_065,0,0,3,3,0.010447530864197531,0.010447530864197531,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_066,2,0,2,4,0.014791666666666667,0.014791666666666667,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_067,1,0,1,2,0.006388888888888889,0.006388888888888889,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_068,1,0,0,1,0.0008796296296296296,0.0008796296296296296,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_069,0,0,1,1,0.04689043209876543,0.04689043209876543,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_070,0,0,1,1,0.001404320987654321,0.001404320987654321,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_071,2,0,1,3,0.006149691358024691,0.006149691358024691,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_072,3,1,1,5,0.03770833333333334,0.03770833333333334,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_073,1,0,0,1,0.0020756172839506174,0.0020756172839506174,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_074,6,0,0,6,0.012314814814814815,0.012314814814814815,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_075,1,0,1,2,0.0030324074074074073,0.0030324074074074073,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_076,3,0,1,4,0.008518518518518519,0.008518518518518519,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_077,4,0,1,5,0.015123456790123457,0.015123456790123457,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_078,0,0,2,2,0.007291666666666667,0.007353395061728395,0.008394543546694666
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_079,4,0,1,5,0.017839506172839505,0.017839506172839505,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_080,2,0,0,2,0.00912037037037037,0.00912037037037037,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_081,2,0,0,2,0.0066512345679012345,0.0066512345679012345,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_082,0,0,1,1,0.0009953703703703704,0.0009953703703703704,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_083,6,0,1,7,0.010787037037037038,0.010810185185185185,0.0021413276231263545
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_084,2,0,0,2,0.004529320987654321,0.004529320987654321,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_085,4,0,0,4,0.00962962962962963,0.00962962962962963,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_086,2,0,0,2,0.0021219135802469135,0.0021219135802469135,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_087,1,0,3,4,0.07287808641975309,0.07287808641975309,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_088,3,0,2,5,0.013209876543209877,0.013209876543209877,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_089,1,0,1,2,0.011828703703703704,0.011828703703703704,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_090,3,0,0,3,0.004683641975308642,0.004683641975308642,0.0
Busan_busanportbrdg2_20201028_1400_TUE_8m_NH_highway_TW3_sunny_FHD_091,1,0,0,1,0.001095679012345679,0.001095679012345679,0.0
