scene_id,group,group_size,is_ref,night,iou_to_ref,shift,region,token,exact_single,within1_single,lanes_single,exact_A,within1_A,lanes_A,exact_B,within1_B,lanes_B,exact_C,within1_C,lanes_C,exact_D,within1_D,lanes_D,exact_E,within1_E,lanes_E,exact_F,within1_F,lanes_F,exact_G,within1_G,lanes_G
Gangneung_hyangho1brdg_20201020_1730_TUE_15m_NH_highway_TW2_sunny_FHD,46,5,False,False,0.922,0.9,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho1brdg_20201021_1130_WED_15m_NH_highway_TW2_sunny_FHD,46,5,False,False,0.934,1.0,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho1brdg_20201021_1630_WED_15m_NH_highway_TW2_sunny_FHD,46,5,False,False,0.935,1.1,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho2brdg_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,47,3,True,False,1.0,0.0,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho2brdg_20201021_1230_WED_15m_NH_highway_TW2_sunny_FHD,47,3,False,False,0.945,0.9,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho2brdg_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,47,3,False,False,0.946,0.7,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho2brdg_20201021_1730_WED_15m_NH_highway_TW2_sunny_FHD,48,1,True,False,1.0,0.0,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_hyangho2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,49,1,True,False,1.0,0.0,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_nodong1brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,50,1,True,False,1.0,0.0,Gangneung,TW2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2
Gangneung_nodong1brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,51,1,True,False,1.0,0.0,Gangneung,TW2,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1,False,False,1
Gangneung_nodong1brdg_20201019_1630_MON_15m_NH_highway_TW2_sunny_FHD,52,3,True,False,1.0,0.0,Gangneung,TW2,False,False,3,False,False,3,True,True,2/2,False,False,1,False,True,2/3,False,False,5,False,True,2/3,False,True,2/3
Gangneung_nodong1brdg_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,52,3,False,False,0.949,7.2,Gangneung,TW2,False,True,3/3,False,False,3,True,True,2/2,False,False,1,False,True,2/3,False,False,5,False,True,2/3,False,True,2/3
Gangneung_nodong1brdg_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,52,3,False,False,0.98,1.6,Gangneung,TW2,True,True,2/2,False,False,3,True,True,2/2,False,False,1,False,True,2/3,False,False,5,False,True,2/3,False,True,2/3
Gangneung_nodong_20201020_0930_TUE_15m_NH_highway_TW2_sunny_FHD,53,3,True,False,1.0,0.0,Gangneung,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_nodong_20201020_1430_TUE_15m_NH_highway_TW2_sunny_FHD,53,3,False,False,0.88,0.4,Gangneung,TW2,False,True,1/1,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_nodong_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,53,3,False,False,0.756,7.9,Gangneung,TW2,False,True,1/1,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Gangneung_nodong_20201021_1330_WED_15m_NH_highway_TW2_sunny_FHD,54,1,True,False,1.0,0.0,Gangneung,TW2,False,True,1/1,False,True,1/1,False,True,1/1,False,True,1/1,False,True,1/1,False,True,1/1,False,True,1/1,False,True,1/1
Gangneung_wichon2brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,55,2,True,False,1.0,0.0,Gangneung,TW2,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3
Gangneung_wichon2brdg_20201021_1930_WED_15m_NH_highway_TW2_sunny_FHD,55,2,False,True,0.964,0.1,Gangneung,TW2,False,True,3/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3,False,False,4/3
Gangneung_wichon2brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,56,5,True,False,1.0,0.0,Gangneung,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/3,False,False,4/2,False,False,5/3,False,False,4/2
Gangneung_wichon2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,56,5,False,False,0.965,0.6,Gangneung,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/3,False,False,4/2,False,False,5/3,False,False,4/2
Gangneung_wichon2brdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,56,5,False,False,0.965,1.6,Gangneung,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/3,False,False,4/2,False,False,5/3,False,False,4/2
Gangneung_wichon2brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,56,5,False,False,0.99,0.2,Gangneung,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/3,False,False,4/2,False,False,5/3,False,False,4/2
Gangneung_wichon2brdg_20201020_1900_TUE_15m_NH_highway_TW2_sunny_FHD,56,5,False,True,0.968,0.5,Gangneung,TW2,False,False,2/4,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/3,False,False,4/2,False,False,5/3,False,False,4/2
Hongcheon_guljitunnel_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,57,4,True,False,1.0,0.0,Hongcheon,TW2,False,True,2/1,False,True,2/1,True,True,2/2,False,True,1/2,False,True,3/2,True,True,2/2,False,True,3/3,True,True,2/2
Hongcheon_guljitunnel_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,57,4,False,False,0.862,0.3,Hongcheon,TW2,True,True,2/2,False,True,2/1,True,True,2/2,False,True,1/2,False,True,3/2,True,True,2/2,False,True,3/3,True,True,2/2
Hongcheon_guljitunnel_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,57,4,False,False,0.85,0.3,Hongcheon,TW2,False,True,1/2,False,True,2/1,True,True,2/2,False,True,1/2,False,True,3/2,True,True,2/2,False,True,3/3,True,True,2/2
Hongcheon_guljitunnel_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,57,4,False,False,0.853,0.3,Hongcheon,TW2,False,True,2/1,False,True,2/1,True,True,2/2,False,True,1/2,False,True,3/2,True,True,2/2,False,True,3/3,True,True,2/2
Hongcheon_gwanggyeog1brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,58,5,True,False,1.0,0.0,Hongcheon,TW2,True,True,2/2,True,True,2/2,False,True,3/2,False,True,3/2,False,True,2/3,True,True,2/2,False,True,2/3,True,True,2/2
Hongcheon_gwanggyeog1brdg_20201021_1530_WED_15m_NH_highway_TW2_sunny_FHD,58,5,False,False,0.977,0.2,Hongcheon,TW2,False,True,2/3,True,True,2/2,False,True,3/2,False,True,3/2,False,True,2/3,True,True,2/2,False,True,2/3,True,True,2/2
Hongcheon_gwanggyeog1brdg_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD,58,5,False,False,0.938,3.4,Hongcheon,TW2,False,True,3/2,True,True,2/2,False,True,3/2,False,True,3/2,False,True,2/3,True,True,2/2,False,True,2/3,True,True,2/2
Hongcheon_gwanggyeog1brdg_20201021_1030_WED_15m_NH_highway_TW2_sunny_FHD,58,5,False,False,0.958,0.2,Hongcheon,TW2,False,True,3/2,True,True,2/2,False,True,3/2,False,True,3/2,False,True,2/3,True,True,2/2,False,True,2/3,True,True,2/2
Hongcheon_gwanggyeog1brdg_20201020_1630_TUE_15m_NH_highway_TW2_sunny_FHD,58,5,False,False,0.907,0.5,Hongcheon,TW2,True,True,2/2,True,True,2/2,False,True,3/2,False,True,3/2,False,True,2/3,True,True,2/2,False,True,2/3,True,True,2/2
Hongcheon_seomgangbrdg_20201021_0800_WED_15m_NH_highway_TW2_sunny_FHD,59,4,True,False,1.0,0.0,Hongcheon,TW2,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/2,False,True,2/3,False,True,3/3,False,True,3/3,False,True,2/3
Hongcheon_seomgangbrdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,59,4,False,False,0.945,0.7,Hongcheon,TW2,False,True,1/1,False,True,3/3,False,True,3/3,False,True,3/2,False,True,2/3,False,True,3/3,False,True,3/3,False,True,2/3
Hongcheon_seomgangbrdg_20201020_0900_TUE_15m_NH_highway_TW2_sunny_FHD,59,4,False,False,0.851,0.1,Hongcheon,TW2,False,False,3/4,False,True,3/3,False,True,3/3,False,True,3/2,False,True,2/3,False,True,3/3,False,True,3/3,False,True,2/3
Hongcheon_seomgangbrdg_20201019_1900_MON_15m_NH_highway_TW2_sunny_FHD,59,4,False,True,0.838,0.0,Hongcheon,TW2,True,True,2/2,False,True,3/3,False,True,3/3,False,True,3/2,False,True,2/3,False,True,3/3,False,True,3/3,False,True,2/3
Hongcheon_seomgangbrdg_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,60,1,True,False,1.0,0.0,Hongcheon,TW2,False,False,3/4,False,False,3/4,False,False,3/4,False,False,3/4,False,False,3/4,False,False,3/4,False,False,3/4,False,False,3/4
Hongcheon_wonchang4brdg_20201019_1600_MON_15m_NH_highway_OW2_sunny_FHD,61,1,True,False,1.0,0.0,Hongcheon,OW2,False,True,1,False,True,1,False,True,1,False,True,1,False,True,1,False,True,1,False,True,1,False,True,1
Hongcheon_wonchang4brdg_20201021_1000_WED_15m_NH_highway_OW2_sunny_FHD,62,2,True,False,1.0,0.0,Hongcheon,OW2,True,True,2,True,True,2,False,True,1,True,True,2,False,True,1,True,True,2,True,True,2,True,True,2
Hongcheon_wonchang4brdg_20201021_1500_WED_15m_NH_highway_OW2_sunny_FHD,62,2,False,False,0.968,0.6,Hongcheon,OW2,False,True,1,True,True,2,False,True,1,True,True,2,False,True,1,True,True,2,True,True,2,True,True,2
Inje_injetunnel2_20201210_0956_THU_4.8m_NH_highway_OW2_tunnel_FHD,63,1,True,False,1.0,0.0,Inje,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jeonju_deungcheon_20201021_1300_WED_10m_NH_highway_TW2_sunny_FHD,64,2,True,False,1.0,0.0,Jeonju,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_deungcheon_20201021_0800_WED_10m_NH_highway_TW2_sunny_FHD,64,2,False,False,0.986,0.0,Jeonju,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_deungcheon_20201021_1800_WED_10m_NH_highway_TW2_sunny_FHD,65,1,True,False,1.0,0.0,Jeonju,TW2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2,False,True,3/2
Jeonju_deungcheon_20201020_0800_TUE_10m_NH_highway_TW2_sunny_FHD,66,4,True,False,1.0,0.0,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2
Jeonju_deungcheon_20201020_1800_TUE_10m_NH_highway_TW2_sunny_FHD,66,4,False,False,0.853,0.7,Jeonju,TW2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2
Jeonju_deungcheon_20201020_1300_TUE_10m_NH_highway_TW2_sunny_FHD,66,4,False,False,0.875,1.4,Jeonju,TW2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2
Jeonju_deungcheon_20201019_1800_MON_10m_NH_highway_TW2_sunny_FHD,66,4,False,False,0.767,0.1,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2,False,True,3/2,True,True,2/2
Jeonju_gudeog_20201021_1500_WED_15m_NH_highway_TW3_sunny_FHD,67,3,True,False,1.0,0.0,Jeonju,TW3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3
Jeonju_gudeog_20201021_1000_WED_15m_NH_highway_TW3_sunny_FHD,67,3,False,False,0.964,0.0,Jeonju,TW3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3
Jeonju_gudeog_20201019_2000_MON_15m_NH_highway_TW3_sunny_FHD,67,3,False,True,0.783,0.0,Jeonju,TW3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3
Jeonju_gudeog_20201020_1500_TUE_15m_NH_highway_TW3_sunny_FHD,68,3,True,False,1.0,0.0,Jeonju,TW3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,False,True,2/3,True,True,3/3
Jeonju_gudeog_20201020_1000_TUE_15m_NH_highway_TW3_sunny_FHD,68,3,False,False,0.907,1.2,Jeonju,TW3,False,True,4/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,False,True,2/3,True,True,3/3
Jeonju_gudeog_20201020_2000_TUE_15m_NH_highway_TW3_sunny_FHD,68,3,False,True,0.879,1.2,Jeonju,TW3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,True,True,3/3,False,True,2/3,True,True,3/3
Jeonju_jeongeub_20201021_1700_WED_15m_NH_highway_TW2_rainy_FHD,69,3,True,False,1.0,0.0,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,2/3,False,True,2/3,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_jeongeub_20201021_0700_WED_15m_NH_highway_TW2_sunny_FHD,69,3,False,False,0.912,0.1,Jeonju,TW2,False,True,3/3,True,True,2/2,False,True,2/3,False,True,2/3,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_jeongeub_20201021_1200_WED_15m_NH_highway_TW2_sunny_FHD,69,3,False,False,0.921,0.5,Jeonju,TW2,False,True,3/3,True,True,2/2,False,True,2/3,False,True,2/3,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_jeongeub_20201019_1700_MON_15m_NH_highway_TW2_sunny_FHD,70,1,True,False,1.0,0.0,Jeonju,TW2,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/3,False,True,3/3
Jeonju_jeongeub_20201020_0830_TUE_15m_NH_highway_TW2_fog_FHD,71,2,True,False,1.0,0.0,Jeonju,TW2,False,True,2/3,False,True,2/3,False,True,3/2,False,True,3/2,False,True,2/3,False,True,2/3,False,True,1/1,False,True,2/3
Jeonju_jeongeub_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,71,2,False,False,0.876,0.3,Jeonju,TW2,False,True,3/2,False,True,2/3,False,True,3/2,False,True,3/2,False,True,2/3,False,True,2/3,False,True,1/1,False,True,2/3
Jeonju_sangpyeongoverpass_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,72,2,True,False,1.0,0.0,Jeonju,TW2,False,True,1/1,False,True,1/1,False,True,2/1,False,True,1/2,False,True,1/1,False,True,1/1,True,True,2/2,False,True,1/1
Jeonju_sangpyeongoverpass_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,72,2,False,False,0.979,0.1,Jeonju,TW2,True,True,2/2,False,True,1/1,False,True,2/1,False,True,1/2,False,True,1/1,False,True,1/1,True,True,2/2,False,True,1/1
Jeonju_sangpyeongoverpass_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,73,1,True,False,1.0,0.0,Jeonju,TW2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2,False,False,2
Jeonju_sangpyeongoverpass_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,74,1,True,False,1.0,0.0,Jeonju,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2
Jeonju_taeinshelter(seoul)_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,75,3,True,False,1.0,0.0,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,1/1,True,True,2/2,False,True,1/1,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_taeinshelter(seoul)_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,75,3,False,False,0.786,8.7,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,1/1,True,True,2/2,False,True,1/1,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_taeinshelter(seoul)_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,75,3,False,False,0.8,1.2,Jeonju,TW2,True,True,2/2,True,True,2/2,False,True,1/1,True,True,2/2,False,True,1/1,True,True,2/2,True,True,2/2,True,True,2/2
Jeonju_taeinshelter(seoul)_20201020_0900_TUE_15m_NH_highway_TW2_fog_FHD,76,1,True,False,1.0,0.0,Jeonju,TW2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2
Jeonju_taeinshelter(seoul)_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,77,1,True,False,1.0,0.0,Jeonju,TW2,False,True,2/1,False,True,2/1,False,True,2/1,False,True,2/1,False,True,2/1,False,True,2/1,False,True,2/1,False,True,2/1
Jincheon_jangam_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,78,1,True,False,1.0,0.0,Jincheon,TW2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2,True,True,2/2
Jincheon_namioverpass_20201021_0900_WED_15m_NH_highway_OW2_sunny_FHD,79,7,True,False,1.0,0.0,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201021_1400_WED_15m_NH_highway_OW2_sunny_FHD,79,7,False,False,0.99,0.1,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201020_1400_TUE_15m_NH_highway_OW2_sunny_FHD,79,7,False,False,0.986,0.4,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201020_0900_TUE_15m_NH_highway_OW2_fog_FHD,79,7,False,False,0.967,0.8,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201020_1900_TUE_15m_NH_highway_OW2_sunny_FHD,79,7,False,True,0.971,0.2,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201021_1900_WED_15m_NH_highway_OW2_sunny_FHD,79,7,False,True,0.944,0.2,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Jincheon_namioverpass_20201019_1900_MON_15m_NH_highway_OW2_sunny_FHD,79,7,False,True,0.974,0.3,Jincheon,OW2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2,True,True,2
Suwon_CH01_20200721_1700_TUE_9m_RH_highway_TW5_sunny_FHD,80,6,True,False,1.0,0.0,Suwon,TW5,False,False,1/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD__view0,80,6,False,False,0.98,4.3,Suwon,TW5,False,False,2,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20200722_1500_WED_9m_NH_highway_TW5_rainy_FHD,80,6,False,False,0.964,4.7,Suwon,TW5,False,False,1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD__view1,80,6,False,False,0.882,35.8,Suwon,TW5,False,False,4/2,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD__view1,80,6,False,True,0.98,8.0,Suwon,TW5,False,False,2,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD__view0,80,6,False,True,0.981,7.9,Suwon,TW5,False,False,3/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,2/1,False,False,1/1,False,False,3/1,False,False,2/1
Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD__view0,81,2,True,True,1.0,0.0,Suwon,TW5,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,3,False,False,4/2
Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD__view1,81,2,False,True,0.991,0.0,Suwon,TW5,False,False,5,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,4/2,False,False,3,False,False,4/2
Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD__view0,82,3,True,False,1.0,0.0,Suwon,TW5,False,False,1/3,False,False,1/3,False,False,1/4,False,False,1/4,False,False,1/3,False,False,1/3,False,False,1/3,False,False,1/3
Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD__view1,82,3,False,False,0.907,0.3,Suwon,TW5,False,False,1/4,False,False,1/3,False,False,1/4,False,False,1/4,False,False,1/3,False,False,1/3,False,False,1/3,False,False,1/3
Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD__view0,82,3,False,False,0.967,0.3,Suwon,TW5,False,False,4/3,False,False,1/3,False,False,1/4,False,False,1/4,False,False,1/3,False,False,1/3,False,False,1/3,False,False,1/3
Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD__view1,83,5,True,False,1.0,0.0,Suwon,TW5,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,False,7/4,False,True,5/4
Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD__view0,83,5,False,False,0.96,0.7,Suwon,TW5,False,False,1/1,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,False,7/4,False,True,5/4
Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD__view1,83,5,False,False,0.943,1.7,Suwon,TW5,False,False,1/3,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,False,7/4,False,True,5/4
Suwon_CH02_20201012_2059_MON_9m_NH_highway_TW5_sunny_FHD__view1,83,5,False,True,0.922,0.8,Suwon,TW5,False,False,1/3,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,False,7/4,False,True,5/4
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view0,83,5,False,True,0.913,0.0,Suwon,TW5,False,False,2,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,True,5/4,False,False,7/4,False,True,5/4
Suwon_CH02_20201012_2059_MON_9m_NH_highway_TW5_sunny_FHD__view2,84,2,True,True,1.0,0.0,Suwon,TW5,False,False,4,False,False,4,False,False,4,False,False,4,False,False,4,False,False,4,False,False,3,False,False,4
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view2,84,2,False,True,0.986,1.0,Suwon,TW5,False,False,3,False,False,4,False,False,4,False,False,4,False,False,4,False,False,4,False,False,3,False,False,4
Suwon_CH02_20201012_2059_MON_9m_NH_highway_TW5_sunny_FHD__view0,85,2,True,True,1.0,0.0,Suwon,TW5,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view1,85,2,False,True,0.97,0.0,Suwon,TW5,False,False,2/1,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2,False,False,1/2
Suwon_CH03_20200722_1700_WED_9m_NH_highway_OW5_sunny_FHD__view0,86,4,True,False,1.0,0.0,Suwon,OW5,True,True,5,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,False,7,True,True,5
Suwon_CH03_20201010_2145_SAT_9m_NH_highway_OW5_sunny_FHD__view1,86,4,False,True,0.995,0.3,Suwon,OW5,False,False,3,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,False,7,True,True,5
Suwon_CH03_20200721_2000_TUE_9m_NH_highway_OW5_sunny_FHD__view1,86,4,False,True,0.994,0.3,Suwon,OW5,False,False,7,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,False,7,True,True,5
Suwon_CH03_20200720_2030_MON_9m_NH_highway_OW5_sunny_FHD__view1,86,4,False,True,0.995,0.1,Suwon,OW5,False,True,6,True,True,5,False,True,6,True,True,5,False,True,6,True,True,5,False,False,7,True,True,5
Suwon_CH03_20200722_1700_WED_9m_NH_highway_OW5_sunny_FHD__view1,87,4,True,False,1.0,0.0,Suwon,OW5,False,False,7,False,False,7,False,True,6,False,False,7,False,True,6,False,False,7,False,False,3,False,True,6
Suwon_CH03_20201010_2145_SAT_9m_NH_highway_OW5_sunny_FHD__view0,87,4,False,True,0.962,1.1,Suwon,OW5,False,False,3,False,False,7,False,True,6,False,False,7,False,True,6,False,False,7,False,False,3,False,True,6
Suwon_CH03_20200720_2030_MON_9m_NH_highway_OW5_sunny_FHD__view0,87,4,False,True,0.982,0.2,Suwon,OW5,False,False,1,False,False,7,False,True,6,False,False,7,False,True,6,False,False,7,False,False,3,False,True,6
