scene_id,n_views,clip_id,camera,token,weather,ok,n_carriageways,geo_two_way,two_way_match,main_lanes,lane_exact,lane_within1,lane_source,vp_support,n_points
Gangneung_gangdong2brdg_20201021_1030_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_gangdong2brdg_20201021_1030_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_gangdong2brdg,TW2,sunny,True,2,True,True,1/1,False,True,markings/markings,0.837,499
Gangneung_gangdong2brdg_20201021_1530_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_gangdong2brdg_20201021_1530_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_gangdong2brdg,TW2,sunny,True,2,True,True,1/1,False,True,markings/markings,0.837,576
Gangneung_hyangho1brdg_20201020_0730_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho1brdg_20201020_0730_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.997,79
Gangneung_hyangho1brdg_20201020_1230_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho1brdg_20201020_1230_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,1.0,213
Gangneung_hyangho1brdg_20201020_1730_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho1brdg_20201020_1730_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.981,200
Gangneung_hyangho1brdg_20201021_1130_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho1brdg_20201021_1130_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.975,213
Gangneung_hyangho1brdg_20201021_1630_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho1brdg_20201021_1630_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.878,214
Gangneung_hyangho2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho2brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.86,91
Gangneung_hyangho2brdg_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho2brdg_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho2brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.997,246
Gangneung_hyangho2brdg_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho2brdg_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho2brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.929,162
Gangneung_hyangho2brdg_20201021_1230_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho2brdg_20201021_1230_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho2brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.974,268
Gangneung_hyangho2brdg_20201021_1730_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_hyangho2brdg_20201021_1730_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_hyangho2brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.914,118
Gangneung_nodong1brdg_20201019_1630_MON_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong1brdg_20201019_1630_MON_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong1brdg,TW2,sunny,True,1,False,False,3,False,False,vehicles,0.435,606
Gangneung_nodong1brdg_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong1brdg_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong1brdg,TW2,sunny,True,2,True,True,3/3,False,True,markings/vehicles,0.36,518
Gangneung_nodong1brdg_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong1brdg_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/vehicles,0.323,594
Gangneung_nodong1brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong1brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong1brdg,TW2,sunny,True,1,False,False,1,False,False,markings,0.476,815
Gangneung_nodong1brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong1brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong1brdg,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.674,490
Gangneung_nodong_20201020_0930_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong_20201020_0930_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.906,693
Gangneung_nodong_20201020_1430_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong_20201020_1430_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong,TW2,sunny,True,2,True,True,1/1,False,True,markings/markings,0.813,454
Gangneung_nodong_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong,TW2,sunny,True,2,False,False,1/1,False,True,markings/markings,0.657,600
Gangneung_nodong_20201021_1330_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_nodong_20201021_1330_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_nodong,TW2,sunny,True,2,False,False,1/1,False,True,markings/markings,0.667,503
Gangneung_wichon2brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,4/2,False,False,markings/markings,0.887,445
Gangneung_wichon2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201020_0830_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,4/2,False,False,markings/markings,0.922,416
Gangneung_wichon2brdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,4/2,False,False,markings/markings,0.891,584
Gangneung_wichon2brdg_20201020_1900_TUE_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201020_1900_TUE_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,2/4,False,False,markings/markings,0.959,92
Gangneung_wichon2brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,4/2,False,False,markings/markings,0.938,611
Gangneung_wichon2brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,4/3,False,False,markings/markings,0.991,585
Gangneung_wichon2brdg_20201021_1930_WED_15m_NH_highway_TW2_sunny_FHD,1,Gangneung_wichon2brdg_20201021_1930_WED_15m_NH_highway_TW2_sunny_FHD,Gangneung_wichon2brdg,TW2,sunny,True,2,True,True,3/3,False,True,vehicles/markings,0.995,68
Hongcheon_guljitunnel_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_guljitunnel_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_guljitunnel,TW2,sunny,True,2,True,True,2/1,False,True,markings/markings,0.891,615
Hongcheon_guljitunnel_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_guljitunnel_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_guljitunnel,TW2,sunny,True,2,True,True,1/2,False,True,markings/markings,0.817,692
Hongcheon_guljitunnel_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_guljitunnel_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_guljitunnel,TW2,sunny,True,3,True,True,2/1,False,True,vehicles/markings,0.793,560
Hongcheon_guljitunnel_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_guljitunnel_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_guljitunnel,TW2,sunny,True,2,True,True,2/2,True,True,vehicles/markings,0.839,854
Hongcheon_gwanggyeog1brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_gwanggyeog1brdg_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,Hongcheon_gwanggyeog1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.935,395
Hongcheon_gwanggyeog1brdg_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_gwanggyeog1brdg_20201020_1130_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_gwanggyeog1brdg,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.842,374
Hongcheon_gwanggyeog1brdg_20201020_1630_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_gwanggyeog1brdg_20201020_1630_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_gwanggyeog1brdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.526,463
Hongcheon_gwanggyeog1brdg_20201021_1030_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_gwanggyeog1brdg_20201021_1030_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_gwanggyeog1brdg,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.837,428
Hongcheon_gwanggyeog1brdg_20201021_1530_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_gwanggyeog1brdg_20201021_1530_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_gwanggyeog1brdg,TW2,sunny,True,2,True,True,2/3,False,True,markings/markings,0.862,453
Hongcheon_seomgangbrdg_20201019_1900_MON_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_seomgangbrdg_20201019_1900_MON_15m_NH_highway_TW2_sunny_FHD,Hongcheon_seomgangbrdg,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.73,25
Hongcheon_seomgangbrdg_20201020_0900_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_seomgangbrdg_20201020_0900_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_seomgangbrdg,TW2,sunny,True,2,True,True,3/4,False,False,markings/markings,0.737,351
Hongcheon_seomgangbrdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_seomgangbrdg_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,Hongcheon_seomgangbrdg,TW2,sunny,True,2,True,True,1/1,False,True,markings/markings,0.756,323
Hongcheon_seomgangbrdg_20201021_0800_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_seomgangbrdg_20201021_0800_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_seomgangbrdg,TW2,sunny,True,2,True,True,3/3,False,True,markings/markings,0.761,309
Hongcheon_seomgangbrdg_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,1,Hongcheon_seomgangbrdg_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,Hongcheon_seomgangbrdg,TW2,sunny,True,2,True,True,3/4,False,False,markings/markings,0.693,478
Hongcheon_wonchang4brdg_20201019_1600_MON_15m_NH_highway_OW2_sunny_FHD,1,Hongcheon_wonchang4brdg_20201019_1600_MON_15m_NH_highway_OW2_sunny_FHD,Hongcheon_wonchang4brdg,OW2,sunny,True,1,False,True,1,False,True,markings,1.0,337
Hongcheon_wonchang4brdg_20201021_1000_WED_15m_NH_highway_OW2_sunny_FHD,1,Hongcheon_wonchang4brdg_20201021_1000_WED_15m_NH_highway_OW2_sunny_FHD,Hongcheon_wonchang4brdg,OW2,sunny,True,1,False,True,2,True,True,vehicles,0.948,202
Hongcheon_wonchang4brdg_20201021_1500_WED_15m_NH_highway_OW2_sunny_FHD,1,Hongcheon_wonchang4brdg_20201021_1500_WED_15m_NH_highway_OW2_sunny_FHD,Hongcheon_wonchang4brdg,OW2,sunny,True,1,False,True,1,False,True,markings,0.768,203
Inje_injetunnel2_20201210_0956_THU_4.8m_NH_highway_OW2_tunnel_FHD,1,Inje_injetunnel2_20201210_0956_THU_4.8m_NH_highway_OW2_tunnel_FHD,Inje_injetunnel2,OW2,tunnel,True,1,False,True,2,True,True,markings,0.954,386
Jeonju_deungcheon_20201019_1800_MON_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201019_1800_MON_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.69,195
Jeonju_deungcheon_20201020_0800_TUE_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201020_0800_TUE_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.869,260
Jeonju_deungcheon_20201020_1300_TUE_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201020_1300_TUE_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.764,414
Jeonju_deungcheon_20201020_1800_TUE_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201020_1800_TUE_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.812,191
Jeonju_deungcheon_20201021_0800_WED_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201021_0800_WED_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.868,130
Jeonju_deungcheon_20201021_1300_WED_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201021_1300_WED_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.944,101
Jeonju_deungcheon_20201021_1800_WED_10m_NH_highway_TW2_sunny_FHD,1,Jeonju_deungcheon_20201021_1800_WED_10m_NH_highway_TW2_sunny_FHD,Jeonju_deungcheon,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.917,409
Jeonju_gudeog_20201019_2000_MON_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201019_2000_MON_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,3/3,True,True,markings/markings,0.911,116
Jeonju_gudeog_20201020_1000_TUE_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201020_1000_TUE_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,4/3,False,True,markings/markings,0.764,1056
Jeonju_gudeog_20201020_1500_TUE_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201020_1500_TUE_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,3/3,True,True,markings/markings,0.834,864
Jeonju_gudeog_20201020_2000_TUE_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201020_2000_TUE_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,3/3,True,True,markings/markings,0.909,104
Jeonju_gudeog_20201021_1000_WED_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201021_1000_WED_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,3/3,True,True,markings/markings,0.851,893
Jeonju_gudeog_20201021_1500_WED_15m_NH_highway_TW3_sunny_FHD,1,Jeonju_gudeog_20201021_1500_WED_15m_NH_highway_TW3_sunny_FHD,Jeonju_gudeog,TW3,sunny,True,2,True,True,3/3,True,True,markings/markings,0.885,930
Jeonju_jeongeub_20201019_1700_MON_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_jeongeub_20201019_1700_MON_15m_NH_highway_TW2_sunny_FHD,Jeonju_jeongeub,TW2,sunny,True,2,True,True,3/3,False,True,markings/markings,0.768,557
Jeonju_jeongeub_20201020_0830_TUE_15m_NH_highway_TW2_fog_FHD,1,Jeonju_jeongeub_20201020_0830_TUE_15m_NH_highway_TW2_fog_FHD,Jeonju_jeongeub,TW2,fog,True,2,True,True,2/3,False,True,markings/markings,0.755,80
Jeonju_jeongeub_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_jeongeub_20201020_1330_TUE_15m_NH_highway_TW2_sunny_FHD,Jeonju_jeongeub,TW2,sunny,True,2,True,True,3/2,False,True,markings/markings,0.688,452
Jeonju_jeongeub_20201021_0700_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_jeongeub_20201021_0700_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_jeongeub,TW2,sunny,True,2,True,True,3/3,False,True,markings/markings,0.734,551
Jeonju_jeongeub_20201021_1200_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_jeongeub_20201021_1200_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_jeongeub,TW2,sunny,True,2,True,True,3/3,False,True,markings/markings,0.695,619
Jeonju_jeongeub_20201021_1700_WED_15m_NH_highway_TW2_rainy_FHD,1,Jeonju_jeongeub_20201021_1700_WED_15m_NH_highway_TW2_rainy_FHD,Jeonju_jeongeub,TW2,rainy,True,2,False,False,2/2,True,True,markings/markings,0.777,328
Jeonju_sangpyeongoverpass_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_sangpyeongoverpass_20201020_1030_TUE_15m_NH_highway_TW2_sunny_FHD,Jeonju_sangpyeongoverpass,TW2,sunny,True,2,True,True,4/2,False,False,vehicles/vehicles,0.551,354
Jeonju_sangpyeongoverpass_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_sangpyeongoverpass_20201020_1530_TUE_15m_NH_highway_TW2_sunny_FHD,Jeonju_sangpyeongoverpass,TW2,sunny,True,1,False,False,2,False,False,markings,0.61,446
Jeonju_sangpyeongoverpass_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_sangpyeongoverpass_20201021_0930_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_sangpyeongoverpass,TW2,sunny,True,2,True,True,2/2,True,True,markings/vehicles,0.932,579
Jeonju_sangpyeongoverpass_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_sangpyeongoverpass_20201021_1430_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_sangpyeongoverpass,TW2,sunny,True,2,True,True,1/1,False,True,markings/markings,0.957,927
Jeonju_taeinshelter(seoul)_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_taeinshelter(seoul)_20201019_1730_MON_15m_NH_highway_TW2_sunny_FHD,Jeonju_taeinshelter(seoul),TW2,sunny,True,3,True,True,2/2,True,True,markings/markings,0.869,976
Jeonju_taeinshelter(seoul)_20201020_0900_TUE_15m_NH_highway_TW2_fog_FHD,1,Jeonju_taeinshelter(seoul)_20201020_0900_TUE_15m_NH_highway_TW2_fog_FHD,Jeonju_taeinshelter(seoul),TW2,fog,True,2,False,False,4/2,False,False,markings/vehicles,0.519,441
Jeonju_taeinshelter(seoul)_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_taeinshelter(seoul)_20201020_1400_TUE_15m_NH_highway_TW2_sunny_FHD,Jeonju_taeinshelter(seoul),TW2,sunny,True,3,True,True,2/2,True,True,markings/markings,0.777,1343
Jeonju_taeinshelter(seoul)_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_taeinshelter(seoul)_20201021_0730_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_taeinshelter(seoul),TW2,sunny,True,3,True,True,2/2,True,True,markings/markings,0.56,818
Jeonju_taeinshelter(seoul)_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,1,Jeonju_taeinshelter(seoul)_20201021_1300_WED_15m_NH_highway_TW2_sunny_FHD,Jeonju_taeinshelter(seoul),TW2,sunny,True,2,True,True,2/1,False,True,markings/markings,0.384,1557
Jincheon_jangam_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,1,Jincheon_jangam_20201021_0830_WED_15m_NH_highway_TW2_sunny_FHD,Jincheon_jangam,TW2,sunny,True,2,True,True,2/2,True,True,markings/markings,0.939,1016
Jincheon_namioverpass_20201019_1900_MON_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201019_1900_MON_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,2,False,True,2,True,True,markings,0.712,284
Jincheon_namioverpass_20201020_0900_TUE_15m_NH_highway_OW2_fog_FHD,1,Jincheon_namioverpass_20201020_0900_TUE_15m_NH_highway_OW2_fog_FHD,Jincheon_namioverpass,OW2,fog,True,2,True,False,2,True,True,markings,0.623,665
Jincheon_namioverpass_20201020_1400_TUE_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201020_1400_TUE_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,2,True,False,2,True,True,markings,0.656,927
Jincheon_namioverpass_20201020_1900_TUE_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201020_1900_TUE_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,1,False,True,2,True,True,markings,0.779,331
Jincheon_namioverpass_20201021_0900_WED_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201021_0900_WED_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,2,True,False,2,True,True,markings,0.753,943
Jincheon_namioverpass_20201021_1400_WED_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201021_1400_WED_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,2,True,False,2,True,True,markings,0.735,1064
Jincheon_namioverpass_20201021_1900_WED_15m_NH_highway_OW2_sunny_FHD,1,Jincheon_namioverpass_20201021_1900_WED_15m_NH_highway_OW2_sunny_FHD,Jincheon_namioverpass,OW2,sunny,True,1,False,True,2,True,True,markings,0.778,248
Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD__view0,2,Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,1,False,False,2,False,False,markings,0.514,2105
Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD__view1,2,Suwon_CH01_20200720_1830_MON_9m_RH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,3,False,False,4/2,False,False,markings/markings,0.461,1769
Suwon_CH01_20200721_1700_TUE_9m_RH_highway_TW5_sunny_FHD,1,Suwon_CH01_20200721_1700_TUE_9m_RH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,2,True,True,1/1,False,False,markings/markings,0.536,6191
Suwon_CH01_20200722_1500_WED_9m_NH_highway_TW5_rainy_FHD,1,Suwon_CH01_20200722_1500_WED_9m_NH_highway_TW5_rainy_FHD,Suwon_CH01,TW5,rainy,True,1,False,False,1,False,False,markings,0.475,660
Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD__view0,2,Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,3,False,False,3/1,False,False,markings/markings,0.49,945
Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD__view1,2,Suwon_CH01_20201010_1930_SAT_9m_NH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,1,False,False,5,False,False,markings,0.236,842
Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD__view0,2,Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,2,True,True,4/2,False,False,markings/markings,0.337,607
Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD__view1,2,Suwon_CH01_20201012_2023_MON_9m_NH_highway_TW5_sunny_FHD,Suwon_CH01,TW5,sunny,True,1,False,False,2,False,False,markings,0.681,759
Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD__view0,2,Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,2,True,True,1/3,False,False,markings/markings,0.688,1160
Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD__view1,2,Suwon_CH02_20200720_1830_MON_9m_NH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,2,True,True,5/4,False,True,markings/markings,0.635,1624
Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD__view0,2,Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,2,False,False,4/3,False,False,vehicles/markings,0.601,1683
Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD__view1,2,Suwon_CH02_20200721_1800_TUE_9m_RH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,3,True,True,1/3,False,False,markings/markings,0.345,1983
Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD__view0,2,Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD,Suwon_CH02,TW5,rainy,True,2,False,False,1/1,False,False,markings/markings,0.517,538
Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD__view1,2,Suwon_CH02_20200722_1530_WED_9m_NH_highway_TW5_rainy_FHD,Suwon_CH02,TW5,rainy,True,2,True,True,1/4,False,False,markings/markings,0.627,345
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view0,3,Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,1,False,False,2,False,False,markings,0.339,171
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view1,3,Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,2,True,True,2/1,False,False,markings/markings,0.625,139
Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD__view2,3,Suwon_CH02_20201010_2038_SAT_9m_NH_highway_TW5_sunny_FHD,Suwon_CH02,TW5,sunny,True,1,False,False,3,False,False,markings,0.734,212
